ID,Created,Data,EntityID
4febed16-8ec6-434d-b70a-4c2a6f312458,2024-07-22 12:40:20.337245+00:00,"{'ID': '7691cbad-da2d-4ecb-af21-69281021ba98', 'CounterpartyID': 'bb511707-1bea-4011-baf8-1d8cc38bd473', 'ProjectName': 'blue', 'Long': 50.001, 'Lat': 0.001, 'Technology': 'Solar', 'SolarCapacity': 0.0, 'WindCapacity': 0.0, 'BESSCapacity': 0.0, 'ProjectStatus': 'Design', 'RTBDate': datetime.datetime(2024, 12, 31, 0, 0), 'RAGStatus': 'Red', 'RAGComment': '', 'Created': datetime.datetime(2024, 7, 22, 12, 38, 37, 450900, tzinfo=datetime.timezone.utc), 'LastModified': datetime.datetime(2024, 7, 22, 12, 38, 37, 450908, tzinfo=datetime.timezone.utc)}",7691cbad-da2d-4ecb-af21-69281021ba98
16828b56-4a48-4cd4-914b-a17bb098a5f0,2024-07-22 12:41:14.065937+00:00,"{'ID': 'a5e6f3e9-42ed-4cd4-b62a-03f8fe9806bd', 'CounterpartyID': 'bb511707-1bea-4011-baf8-1d8cc38bd473', 'ProjectName': 'blue', 'Long': 50.001, 'Lat': 0.001, 'Technology': 'Solar', 'SolarCapacity': 0.0, 'WindCapacity': 0.0, 'BESSCapacity': 0.0, 'ProjectStatus': 'Design', 'RTBDate': datetime.datetime(2024, 7, 22, 0, 0), 'RAGStatus': 'Red', 'RAGComment': '', 'Created': datetime.datetime(2024, 7, 22, 12, 41, 14, 39509, tzinfo=datetime.timezone.utc), 'LastModified': datetime.datetime(2024, 7, 22, 12, 41, 14, 39514, tzinfo=datetime.timezone.utc)}",a5e6f3e9-42ed-4cd4-b62a-03f8fe9806bd
814bc6eb-6321-434b-bf29-d44a906102b6,2024-07-22 12:41:26.084207+00:00,"{'ID': 'a5e6f3e9-42ed-4cd4-b62a-03f8fe9806bd', 'CounterpartyID': 'bb511707-1bea-4011-baf8-1d8cc38bd473', 'ProjectName': 'blue', 'Long': 50.001, 'Lat': 0.001, 'Technology': 'Solar', 'SolarCapacity': 0.0, 'WindCapacity': 0.0, 'BESSCapacity': 0.0, 'ProjectStatus': 'Design', 'RTBDate': datetime.datetime(2024, 7, 23, 0, 0), 'RAGStatus': 'Red', 'RAGComment': '', 'Created': datetime.datetime(2024, 7, 22, 12, 41, 14, 39509, tzinfo=datetime.timezone.utc), 'LastModified': datetime.datetime(2024, 7, 22, 12, 41, 14, 39514, tzinfo=datetime.timezone.utc)}",a5e6f3e9-42ed-4cd4-b62a-03f8fe9806bd
bbdfbbb7-efaf-43ff-a097-4543b94d966f,2024-07-22 14:08:23.664343+00:00,"{'ID': '523b84ac-65b1-4176-ad7f-4829b9ff63e1', 'CounterpartyID': '67cfd292-a7d8-47b5-a8eb-f345f7bd4337', 'ProjectName': 'test project name', 'Long': 50.0, 'Lat': 0.01, 'Technology': 'Solar', 'SolarCapacity': 15.0, 'WindCapacity': 0.0, 'BESSCapacity': 0.0, 'ProjectStatus': 'Design', 'RTBDate': datetime.datetime(2024, 7, 22, 0, 0), 'RAGStatus': 'Amber', 'RAGComment': 'wdadw', 'Created': datetime.datetime(2024, 7, 22, 14, 7, 57, 461459, tzinfo=datetime.timezone.utc), 'LastModified': datetime.datetime(2024, 7, 22, 14, 7, 57, 461464, tzinfo=datetime.timezone.utc)}",523b84ac-65b1-4176-ad7f-4829b9ff63e1
8897e220-b6e3-46bd-b955-4134748124e6,2024-07-22 14:17:29.139313+00:00,"{'ID': '0c3055cc-1463-4394-bf8d-4015d95c81ab', 'CounterpartyID': '67cfd292-a7d8-47b5-a8eb-f345f7bd4337', 'ProjectName': 'eateta', 'Long': 50.0, 'Lat': 50.0, 'Technology': 'Solar', 'SolarCapacity': 1.0, 'WindCapacity': 0.0, 'BESSCapacity': 0.0, 'ProjectStatus': 'On hold', 'RTBDate': datetime.datetime(2024, 7, 22, 0, 0), 'RAGStatus': 'Amber', 'RAGComment': '', 'Created': datetime.datetime(2024, 7, 22, 14, 9, 46, 940828, tzinfo=datetime.timezone.utc), 'LastModified': datetime.datetime(2024, 7, 22, 14, 9, 46, 940874, tzinfo=datetime.timezone.utc)}",0c3055cc-1463-4394-bf8d-4015d95c81ab
7ffa929b-52ee-4fb9-a617-cf7c03387b0b,2024-07-22 15:25:07.508357+00:00,"{'ID': '3771143c-b7a7-4597-906b-ec63bed8b162', 'CounterpartyID': '385cf12a-c9ed-4f20-a03e-c0f8d01a8cd5', 'ProjectName': 'London initiative for green energy', 'Long': 0.12, 'Lat': 51.51, 'Technology': 'Solar', 'SolarCapacity': 65.0, 'WindCapacity': 0.0, 'BESSCapacity': 0.0, 'ProjectStatus': 'Design', 'RTBDate': datetime.datetime(2026, 12, 31, 0, 0), 'RAGStatus': 'Green', 'RAGComment': '', 'Created': datetime.datetime(2024, 7, 22, 15, 24, 10, 358631, tzinfo=datetime.timezone.utc), 'LastModified': datetime.datetime(2024, 7, 22, 15, 24, 10, 358635, tzinfo=datetime.timezone.utc)}",3771143c-b7a7-4597-906b-ec63bed8b162
b69d94c4-6c4b-41ab-a1bf-550bee07fdfd,2024-07-22 15:26:23.018540+00:00,"{'ID': '3771143c-b7a7-4597-906b-ec63bed8b162', 'CounterpartyID': '34f50785-96b8-48af-a976-58e98b806a0c', 'ProjectName': 'London initiative for green energy', 'Long': 0.12, 'Lat': 51.51, 'Technology': 'Solar', 'SolarCapacity': 80.0, 'WindCapacity': 0.0, 'BESSCapacity': 0.0, 'ProjectStatus': 'Discovery', 'RTBDate': datetime.datetime(2027, 12, 31, 0, 0), 'RAGStatus': 'Green', 'RAGComment': '', 'Created': datetime.datetime(2024, 7, 22, 15, 24, 10, 358631, tzinfo=datetime.timezone.utc), 'LastModified': datetime.datetime(2024, 7, 22, 15, 24, 10, 358635, tzinfo=datetime.timezone.utc)}",3771143c-b7a7-4597-906b-ec63bed8b162
5953b92d-166c-4d8f-b83a-1d50b2476306,2024-07-22 15:27:12.828971+00:00,"{'ID': '3771143c-b7a7-4597-906b-ec63bed8b162', 'CounterpartyID': '1b5add9a-3006-4901-91db-fe26ab52d014', 'ProjectName': 'London initiative for green energy', 'Long': 0.12, 'Lat': 51.51, 'Technology': 'Solar', 'SolarCapacity': 80.0, 'WindCapacity': 0.0, 'BESSCapacity': 0.0, 'ProjectStatus': 'Design', 'RTBDate': datetime.datetime(2030, 7, 31, 0, 0), 'RAGStatus': 'Green', 'RAGComment': '', 'Created': datetime.datetime(2024, 7, 22, 15, 24, 10, 358631, tzinfo=datetime.timezone.utc), 'LastModified': datetime.datetime(2024, 7, 22, 15, 24, 10, 358635, tzinfo=datetime.timezone.utc)}",3771143c-b7a7-4597-906b-ec63bed8b162
0da901e6-a286-481d-a5c2-1b85d02d56dc,2024-07-22 18:46:16.816948+00:00,"{'ID': 'c95cb1c5-44a8-40fe-8552-831967447b53', 'CounterpartyName': 'Global finance', 'CEO': 'Bob hope', 'Strategy': 'test', 'PlatformLead': 'test', 'DealLead': 'test', 'FinanceLead': 'test', 'Created': datetime.datetime(2024, 7, 22, 18, 45, 58, 679624, tzinfo=datetime.timezone.utc), 'LastModified': datetime.datetime(2024, 7, 22, 18, 45, 58, 679639, tzinfo=datetime.timezone.utc)}",c95cb1c5-44a8-40fe-8552-831967447b53
07daac55-e0ff-4afc-86a4-d9839a090291,2024-07-22 18:50:44.462924+00:00,"{'ID': '59c50cd0-4cfc-445f-892e-d7f2d43a271d', 'Title': 'Test', 'Description': 'Test', 'Market': 'tetsetsetse', 'Technology': 'Solar', 'Counterparties': ""['Red Rock Industries', 'Golden Gate Tech', 'Aqua Marine Solutions']"", 'Impact': 39, 'Likelihood': 56, 'Rating': 2184, 'Created': datetime.datetime(2024, 7, 22, 18, 49, 32, 550814, tzinfo=datetime.timezone.utc), 'LastModified': datetime.datetime(2024, 7, 22, 18, 49, 32, 550821, tzinfo=datetime.timezone.utc)}",59c50cd0-4cfc-445f-892e-d7f2d43a271d
ffa88eb9-f303-4b69-8636-2f27ea78091b,2024-07-22 21:24:20.214837+00:00,"{'ID': '8f6ac977-7e8a-4937-ad33-e9aa6d887a11', 'CounterpartyID': 'b4e6573c-6b49-4672-8bc1-0fc88c31d952', 'ProjectName': 'Test pipeline', 'Long': 0.01, 'Lat': 51.51, 'Technology': 'Wind', 'Capacity': 34.0, 'ProjectStatus': 'On hold', 'RTBDate': datetime.datetime(2024, 7, 22, 0, 0), 'RAGStatus': 'Green', 'RAGComment': '', 'Created': datetime.datetime(2024, 7, 22, 21, 23, 55, 50018, tzinfo=datetime.timezone.utc), 'LastModified': datetime.datetime(2024, 7, 22, 21, 23, 55, 50022, tzinfo=datetime.timezone.utc)}",8f6ac977-7e8a-4937-ad33-e9aa6d887a11
e9c8d026-4852-4060-ad0a-5a79d9ffb9f6,2024-07-22 21:25:26.901279+00:00,"{'ID': 'e934a7a1-6f4e-40ec-a1f1-b8a0cb27680e', 'CounterpartyID': 'bb511707-1bea-4011-baf8-1d8cc38bd473', 'ProjectName': 'Test pipeline', 'Long': 0.12, 'Lat': 51.51, 'Technology': 'Solar', 'Capacity': 24.0, 'ProjectStatus': 'Design', 'RTBDate': datetime.datetime(2024, 7, 22, 0, 0), 'RAGStatus': 'Red', 'RAGComment': '', 'Created': datetime.datetime(2024, 7, 22, 21, 25, 6, 305545, tzinfo=datetime.timezone.utc), 'LastModified': datetime.datetime(2024, 7, 22, 21, 25, 6, 305549, tzinfo=datetime.timezone.utc)}",e934a7a1-6f4e-40ec-a1f1-b8a0cb27680e
489dc9b2-d8ea-413a-8ae0-ce59409ee2f2,2024-07-22 21:26:52.318164+00:00,"{'ID': '4f61019a-b969-4f3a-9c3e-7549d2a8b005', 'CounterpartyID': 'bb511707-1bea-4011-baf8-1d8cc38bd473', 'ProjectName': 'Test pipeline', 'Long': 0.12, 'Lat': 51.51, 'Technology': 'Solar', 'Capacity': 24.0, 'ProjectStatus': 'Design', 'RTBDate': datetime.datetime(2024, 7, 22, 0, 0), 'RAGStatus': 'Red', 'RAGComment': '', 'Created': datetime.datetime(2024, 7, 22, 21, 26, 52, 275229, tzinfo=datetime.timezone.utc), 'LastModified': datetime.datetime(2024, 7, 22, 21, 26, 52, 275235, tzinfo=datetime.timezone.utc)}",4f61019a-b969-4f3a-9c3e-7549d2a8b005
bad052ed-5871-4e3c-a2eb-7cbf095d973f,2024-07-22 21:27:06.894069+00:00,"{'ID': '1c17e195-43cf-4229-aa20-bfbef51d6292', 'CounterpartyID': 'bb511707-1bea-4011-baf8-1d8cc38bd473', 'ProjectName': 'Test pipeline', 'Long': 0.12, 'Lat': 51.51, 'Technology': 'Solar', 'Capacity': 24.0, 'ProjectStatus': 'Design', 'RTBDate': datetime.datetime(2024, 7, 22, 0, 0), 'RAGStatus': 'Red', 'RAGComment': '', 'Created': datetime.datetime(2024, 7, 22, 21, 27, 6, 857108, tzinfo=datetime.timezone.utc), 'LastModified': datetime.datetime(2024, 7, 22, 21, 27, 6, 857112, tzinfo=datetime.timezone.utc)}",1c17e195-43cf-4229-aa20-bfbef51d6292
